image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/610bLFQIS3L.jpg,442321,height,95.0 centimetre
https://m.media-amazon.com/images/I/512Bph1OuuL.jpg,507467,height,46.5 millimetre
https://m.media-amazon.com/images/I/61+g4VX7wwL.jpg,237000,height,71.0 centimetre
https://m.media-amazon.com/images/I/515cEBwzfoL.jpg,245959,height,28.0 centimetre
https://m.media-amazon.com/images/I/51K5y5KflQL.jpg,752266,height,308.0 millimetre
https://m.media-amazon.com/images/I/51Mwa8yYOkL.jpg,648011,height,1.0 centimetre
https://m.media-amazon.com/images/I/61Drr5Mq3nL.jpg,603688,height,20.0 centimetre
https://m.media-amazon.com/images/I/519c3S677DL.jpg,916768,height,5.0 centimetre
https://m.media-amazon.com/images/I/61EfeeDuW2L.jpg,866516,height,1.18 inch
https://m.media-amazon.com/images/I/51vdB4AbijL.jpg,237000,height,53.0 centimetre
https://m.media-amazon.com/images/I/51L9WyyudUL.jpg,679049,height,2.7 metre
https://m.media-amazon.com/images/I/51ha83oAyyL.jpg,997176,height,6.5 inch
https://m.media-amazon.com/images/I/51Wvt8BFz7L.jpg,625310,height,5.7 centimetre
https://m.media-amazon.com/images/I/610OV-bwDxL.jpg,860821,height,150.0 millimetre
https://m.media-amazon.com/images/I/51nLJuNpbaL.jpg,120219,height,9.2 inch
https://m.media-amazon.com/images/I/619CywH4-NL.jpg,860821,height,34.5 inch
https://m.media-amazon.com/images/I/615FtGxHiJL.jpg,267182,height,26.5 centimetre
https://m.media-amazon.com/images/I/612BWt7VfgL.jpg,844474,height,45.0 centimetre
https://m.media-amazon.com/images/I/51yu88XYVfL.jpg,226504,height,55.0 centimetre
https://m.media-amazon.com/images/I/617LMib7apL.jpg,844474,height,43.0 centimetre
https://m.media-amazon.com/images/I/614ePaJOAxL.jpg,245959,height,33.0 centimetre
https://m.media-amazon.com/images/I/51q5cWLf9-L.jpg,362818,height,26.5 centimetre
https://m.media-amazon.com/images/I/51yWqeEiBVL.jpg,311997,height,140.0 centimetre
https://m.media-amazon.com/images/I/51mvKGmrzvL.jpg,145452,height,300.0 millimetre
https://m.media-amazon.com/images/I/617N1N9OTuL.jpg,681445,height,11.82 inch
https://m.media-amazon.com/images/I/61C4BopYrkL.jpg,416664,height,175.0 centimetre
https://m.media-amazon.com/images/I/61F-k8ncI8L.jpg,751532,height,17.7 inch
https://m.media-amazon.com/images/I/51YgqZA5OTS.jpg,120219,height,13.0 centimetre
https://m.media-amazon.com/images/I/612ihJPcgAL.jpg,550840,height,8.0 inch
https://m.media-amazon.com/images/I/615YPDUBeVL.jpg,589105,height,45.0 centimetre
https://m.media-amazon.com/images/I/614QRFDwr9L.jpg,442321,height,27.9 inch
https://m.media-amazon.com/images/I/5127SbMaNkL.jpg,810266,height,8.0 centimetre
https://m.media-amazon.com/images/I/51F2nyIvMjL.jpg,267182,height,85.0 centimetre
https://m.media-amazon.com/images/I/51RdadsIZXL.jpg,226504,height,5.1 inch
https://m.media-amazon.com/images/I/51U+wpRpR+L.jpg,483370,height,35.0 centimetre
https://m.media-amazon.com/images/I/51bgU919+qL.jpg,625310,height,8.0 centimetre
https://m.media-amazon.com/images/I/51aacnzp7ZL.jpg,483370,height,78.0 centimetre
https://m.media-amazon.com/images/I/61FpO4QRorL.jpg,462757,height,42.0 inch
https://m.media-amazon.com/images/I/519e4TQepbL.jpg,483370,height,15.0 centimetre
https://m.media-amazon.com/images/I/51Y5MXRKbtL.jpg,866516,height,3.8 inch
https://m.media-amazon.com/images/I/61CDPQyFQhS.jpg,844474,height,12.7 inch
https://m.media-amazon.com/images/I/51GtDRWGISL.jpg,220662,height,7.0 centimetre
https://m.media-amazon.com/images/I/61+iHDTqf7L.jpg,752266,height,27.5 centimetre
https://m.media-amazon.com/images/I/514EApcdGUL.jpg,483370,height,22.0 centimetre
https://m.media-amazon.com/images/I/51PdtAf8vgL.jpg,416664,height,166.5 centimetre
https://m.media-amazon.com/images/I/51mPU4KJVKL.jpg,145452,height,260.0 millimetre
https://m.media-amazon.com/images/I/61CNr12GEyL.jpg,529606,height,6.0 centimetre
https://m.media-amazon.com/images/I/51CwSP6nFSL.jpg,978900,height,11.0 centimetre
https://m.media-amazon.com/images/I/610GTfdbRUL.jpg,752266,height,285.0 millimetre
https://m.media-amazon.com/images/I/61DfgohbTeL.jpg,752266,height,60.0 centimetre
https://m.media-amazon.com/images/I/61++BPRRoKL.jpg,416664,height,35.0 centimetre
https://m.media-amazon.com/images/I/51Yk0+QRWTL.jpg,752266,height,12.7 centimetre
https://m.media-amazon.com/images/I/61Adsln+8ML.jpg,483370,height,9.84 inch
https://m.media-amazon.com/images/I/611GvGRVUXL.jpg,483370,height,9.8 inch
https://m.media-amazon.com/images/I/51CI75E+7QL.jpg,810266,height,112.0 millimetre
https://m.media-amazon.com/images/I/61BbWceLWSL.jpg,916768,height,15.0 centimetre
https://m.media-amazon.com/images/I/51acIVkQNwL.jpg,752266,height,1240.0 millimetre
https://m.media-amazon.com/images/I/61-9q51TU5L.jpg,998545,height,10.0 inch
https://m.media-amazon.com/images/I/61+JAzwXC6L.jpg,916768,height,7.3 inch
https://m.media-amazon.com/images/I/61ETMIERwCL.jpg,893692,height,13.0 inch
https://m.media-amazon.com/images/I/616-DnoQGxL.jpg,416664,height,1.0 metre
https://m.media-amazon.com/images/I/51jPdmfCTsL.jpg,149159,height,135.0 millimetre
https://m.media-amazon.com/images/I/619J18-4vIL.jpg,866516,height,8.5 inch
https://m.media-amazon.com/images/I/619JZpWW92L.jpg,180410,height,13.8 centimetre
https://m.media-amazon.com/images/I/617ceASZapL.jpg,916768,height,9.0 centimetre
https://m.media-amazon.com/images/I/618WusrKBCL.jpg,866516,height,52.0 centimetre
https://m.media-amazon.com/images/I/61003HGu-bS.jpg,347404,height,3.35 inch
https://m.media-amazon.com/images/I/61BZiciFS2L.jpg,648011,height,3.67 inch
https://m.media-amazon.com/images/I/515yEK+4-8L.jpg,658003,height,10.0 inch
https://m.media-amazon.com/images/I/618xDEXnWAL.jpg,866516,height,37.0 centimetre
https://m.media-amazon.com/images/I/51Hp3A4LVFL.jpg,681445,height,19.0 centimetre
https://m.media-amazon.com/images/I/612EdiInRGL.jpg,801829,height,48.0 centimetre
https://m.media-amazon.com/images/I/618hexM7FBL.jpg,844474,height,17.2 inch
https://m.media-amazon.com/images/I/613QTYuVwJL.jpg,752266,height,29.0 centimetre
https://m.media-amazon.com/images/I/51gH1GFOPLL.jpg,483370,height,9.7 centimetre
https://m.media-amazon.com/images/I/61+tx9EbAGL.jpg,801829,height,62.0 centimetre
https://m.media-amazon.com/images/I/516FI3eapZL.jpg,752266,height,15.5 centimetre
https://m.media-amazon.com/images/I/51Gv+ucNg6L.jpg,752266,height,11.0 centimetre
https://m.media-amazon.com/images/I/61CYEixnOzL.jpg,844474,height,42.0 centimetre
https://m.media-amazon.com/images/I/618uqrrVp0L.jpg,245959,height,31.0 centimetre
https://m.media-amazon.com/images/I/51aqh-nA1gL.jpg,752266,height,9.0 centimetre
https://m.media-amazon.com/images/I/51taDQ1bO0S.jpg,347404,height,16.0 centimetre
https://m.media-amazon.com/images/I/518aEHCKqxL.jpg,483370,height,24.0 centimetre
https://m.media-amazon.com/images/I/51s445nzbPL.jpg,483370,height,13.0 centimetre
https://m.media-amazon.com/images/I/51FG6KaNmNL.jpg,483370,height,20.0 centimetre
https://m.media-amazon.com/images/I/612bLYcfuTL.jpg,752266,height,7.0 centimetre
https://m.media-amazon.com/images/I/61EBnBBMoNL.jpg,478357,height,61.5 centimetre
https://m.media-amazon.com/images/I/5118pjUFLxL.jpg,823083,height,5.7 centimetre
https://m.media-amazon.com/images/I/614hlYpAsYL.jpg,916768,height,7.4 centimetre
https://m.media-amazon.com/images/I/519wdFCxEQL.jpg,507467,height,100.0 millimetre
https://m.media-amazon.com/images/I/51oA5fagKuS.jpg,752266,height,7.09 inch
https://m.media-amazon.com/images/I/615LSMEkPmL.jpg,483370,height,60.0 centimetre
https://m.media-amazon.com/images/I/61FeaIwziVL.jpg,752266,height,309.0 millimetre
https://m.media-amazon.com/images/I/51JkkQH4NGL.jpg,483370,height,28.0 centimetre
https://m.media-amazon.com/images/I/61B+x07kDtL.jpg,483370,height,10.0 inch
