image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/51GzV0nG31L.jpg,675317,width,22.0 millimetre
https://m.media-amazon.com/images/I/61Drr5Mq3nL.jpg,603688,width,20.0 centimetre
https://m.media-amazon.com/images/I/519c3S677DL.jpg,916768,width,9.0 centimetre
https://m.media-amazon.com/images/I/61Byi7hvtFL.jpg,704724,width,510.0 millimetre
https://m.media-amazon.com/images/I/61+ZITVTtDL.jpg,311997,width,75.0 centimetre
https://m.media-amazon.com/images/I/51vbvne15XL.jpg,648011,width,4.72 inch
https://m.media-amazon.com/images/I/615xRirQ6ES.jpg,675317,width,14.0 millimetre
https://m.media-amazon.com/images/I/619MvNIeDDL.jpg,802198,width,23.0 centimetre
https://m.media-amazon.com/images/I/61BlaLo9sIL.jpg,752266,width,30.7 inch
https://m.media-amazon.com/images/I/61CXBB4h+tL.jpg,752266,width,5.0 inch
https://m.media-amazon.com/images/I/610b1xMPMGL.jpg,916768,width,13.0 centimetre
https://m.media-amazon.com/images/I/51UkUCGzEiL.jpg,810266,width,9.5 centimetre
https://m.media-amazon.com/images/I/615qSagL8wL.jpg,917343,width,61.0 centimetre
https://m.media-amazon.com/images/I/51lnyDByewL.jpg,483370,width,10.0 centimetre
https://m.media-amazon.com/images/I/51j4L4FHZ6L.jpg,442321,width,120.0 centimetre
https://m.media-amazon.com/images/I/617LMib7apL.jpg,844474,width,34.0 centimetre
https://m.media-amazon.com/images/I/613eEsQfC4L.jpg,296366,width,12.0 centimetre
https://m.media-amazon.com/images/I/61-VfIhopNL.jpg,245959,width,20.0 centimetre
https://m.media-amazon.com/images/I/610+Gnc8nDL.jpg,180410,width,21.5 centimetre
https://m.media-amazon.com/images/I/61EiCzPYwyL.jpg,442321,width,80.0 centimetre
https://m.media-amazon.com/images/I/61Dd8+OloPL.jpg,416664,width,3.54 inch
https://m.media-amazon.com/images/I/51KVLVLfduS.jpg,107694,width,18.0 centimetre
https://m.media-amazon.com/images/I/5195dx-G5iL.jpg,611510,width,23.6 inch
https://m.media-amazon.com/images/I/51A+Tp2-MvL.jpg,933453,width,440.0 millimetre
https://m.media-amazon.com/images/I/612susnnDXL.jpg,245959,width,25.0 centimetre
https://m.media-amazon.com/images/I/51nksJQNDEL.jpg,221399,width,203.0 centimetre
https://m.media-amazon.com/images/I/41xXyQmcFhL.jpg,483370,width,4.7 inch
https://m.media-amazon.com/images/I/61+fujaDnPL.jpg,932289,width,134.0 centimetre
https://m.media-amazon.com/images/I/614YExViw9L.jpg,107694,width,29.0 inch
https://m.media-amazon.com/images/I/51DIhm2DFqL.jpg,178958,width,78.0 centimetre
https://m.media-amazon.com/images/I/51f7RuOpDgL.jpg,752266,width,3.3 foot
https://m.media-amazon.com/images/I/51vxNPTPqvL.jpg,776058,width,15.5 inch
https://m.media-amazon.com/images/I/514PvlEgXpL.jpg,221399,width,32.0 inch
https://m.media-amazon.com/images/I/51yBv6RzbHL.jpg,648011,width,95.0 millimetre
https://m.media-amazon.com/images/I/51idnVnQvZS.jpg,929999,width,19.2 centimetre
https://m.media-amazon.com/images/I/615UTIAVe1L.jpg,801829,width,49.0 centimetre
https://m.media-amazon.com/images/I/616HZyIn2HL.jpg,308671,width,3.0 centimetre
https://m.media-amazon.com/images/I/61A5YtReGBL.jpg,483370,width,4.13 inch
https://m.media-amazon.com/images/I/41STk5ssBNL.jpg,752266,width,30.0 centimetre
